ingestion_year;ingestion_month;ingestion_day;id_mascara;ctrl_terc;estado_cli;f_vinc;genero_cli;f_nacim_cli;estado_civil;ocup;ingresos
2021;11;30;8519670;CLIENTE;ACTIVO;19960318;M;19611116;CASADO;PROFESIONAL INDEPENDIENTE;1379000
2021;11;30;614376;CLIENTE;ACTIVO;20141106;M;19410924;NO INFORMA;EMPLEADO;28946160
2021;11;30;16605029;EXCLIENTE;INACTIVO;19970213;F;0;NO INFORMA;NULL;0
2021;11;30;5839975;CLIENTE;ACTIVO;20150722;F;19730117;SOLTERO;EMPLEADO;1396000
2021;11;30;5071011;CLIENTE;ACTIVO;20180416;F;19580413;CASADO;PENSIONADO;1127672
2021;11;30;8613760;EXCLIENTE;INACTIVO;19880107;M;19660711;CASADO;NULL;0
2021;11;30;16723076;EXCLIENTE;INACTIVO;19971111;M;0;SOLTERO;NULL;0
2021;11;30;61341;CLIENTE;ACTIVO;19790731;M;0;CASADO;EMPLEADO;3518728
2021;11;30;42202;CLIENTE;INACTIVO;20160224;M;19701229;UNION LIBRE;EMPLEADO;1049000
2021;11;30;32605;EXCLIENTE;INACTIVO;19761018;M;0;NO INFORMA;NULL;0
2021;11;30;287411;EXCLIENTE;INACTIVO;19111111;M;0;NO INFORMA;NULL;0
2021;11;30;2660039;EXCLIENTE;INACTIVO;19940317;M;19540125;UNION LIBRE;EMPLEADO;800000
2021;11;30;2586470;CLIENTE;INACTIVO;20110610;M;19470610;NO INFORMA;AMA DE CASA;1066000
2021;11;30;622300;EXCLIENTE;INACTIVO;20150811;M;19550410;UNION LIBRE;EMPLEADO;644350
2021;11;30;5571401;CLIENTE;ACTIVO;19850711;F;19501204;DIVORCIADO;PENSIONADO;6540050
2021;11;30;3487376;EXCLIENTE;INACTIVO;19921029;F;0;NO INFORMA;NULL;0
2021;11;30;9643205;EXCLIENTE;INACTIVO;19950313;M;0;NO INFORMA;NULL;0
2021;11;30;493588;CLIENTE;ACTIVO;19940913;M;19541217;CASADO;RENTISTA DE CAPITAL;33137100
2021;11;30;540334;EXCLIENTE;INACTIVO;19941010;M;19571119;SOLTERO;PENSIONADO;37000000
2021;11;30;273371;EXCLIENTE;INACTIVO;19911011;M;0;NO INFORMA;NULL;0
2021;11;30;633502;EXCLIENTE;INACTIVO;20131002;M;19660615;NO INFORMA;EMPLEADO;900000
2021;11;30;1248725;CLIENTE;ACTIVO;20120517;M;19631003;NO INFORMA;EMPLEADO;1056000
2021;11;30;2390703;EXCLIENTE;INACTIVO;19901218;M;19420101;CASADO;NULL;0
2021;11;30;872501;EXCLIENTE;INACTIVO;19910613;M;0;NO INFORMA;NULL;0
2021;11;30;1614314;EXCLIENTE;INACTIVO;19791129;M;0;NO INFORMA;NULL;0
2021;11;30;1620783;CLIENTE;ACTIVO;20080304;M;19470508;CASADO;PENSIONADO;2832000
2021;11;30;3299933;EXCLIENTE;INACTIVO;19940422;F;0;CASADO;SOCIO O EMPLEADO - SOCIO;0
2021;11;30;388847;EXCLIENTE;INACTIVO;19960424;M;0;CASADO;NULL;0
2021;11;30;380900;CLIENTE;ACTIVO;20130917;M;19621214;SOLTERO;EMPLEADO;1106000
2021;11;30;6525872;EXCLIENTE;INACTIVO;19980406;F;0;UNION LIBRE;NULL;0
2021;11;30;9950342;CLIENTE;INACTIVO;19980611;M;0;CASADO;EMPLEADO;2270039
2021;11;30;16626424;EXCLIENTE;INACTIVO;19901127;F;0;NO INFORMA;NULL;0
2021;11;30;1160800;EXCLIENTE;INACTIVO;19960507;M;19501229;SOLTERO;EMPLEADO;0
2021;11;30;4548877;EXCLIENTE;INACTIVO;19860509;F;19440622;SOLTERO;NULL;0
2021;11;30;9116656;CLIENTE;ACTIVO;20201215;M;19770306;CASADO;EMPLEADO;8255830
2021;11;30;9087906;EXCLIENTE;INACTIVO;19890619;M;19700729;UNION LIBRE;EMPLEADO;1785000
2021;11;30;906428;CLIENTE;ACTIVO;19910606;M;19611209;CASADO;EMPLEADO;2651131
2021;11;30;6737744;CLIENTE;ACTIVO;20210730;F;19711204;NULL;EMPLEADO;2200000
2021;11;30;14426667;CLIENTE;ACTIVO;20201214;M;19921022;NULL;EMPLEADO;1100000
2021;11;30;13392295;CLIENTE;ACTIVO;20210830;F;19940515;CASADO;EMPLEADO;1000000
2021;11;30;13549289;CLIENTE;ACTIVO;20210811;M;19950709;NULL;EMPLEADO;908400
2021;11;30;11389951;CLIENTE;ACTIVO;20201029;F;20020806;DIVORCIADO;ESTUDIANTE;1100000
2021;11;30;10409241;CLIENTE;INACTIVO;20201112;F;20010326;NULL;ESTUDIANTE;681750
2021;11;30;12684419;CLIENTE;ACTIVO;20210123;M;20151017;SOLTERO;ESTUDIANTE;1312000
2021;11;30;15772672;CLIENTE;ACTIVO;20210306;F;19980213;NULL;EMPLEADO;1
2021;11;30;14043607;CLIENTE;ACTIVO;20210428;F;19990401;SOLTERO;EMPLEADO;1519000
2021;11;30;10401870;CLIENTE;INACTIVO;20210204;F;20021023;NULL;OTRO;666750
2021;11;30;10638750;CLIENTE;ACTIVO;20201228;F;20020605;NULL;NULL;0
2021;11;30;12726035;CLIENTE;ACTIVO;20201231;F;19840404;NULL;NULL;864190
